timestamp,src_ip,dst_ip,dst_port,bytes_out,bytes_in,status_code,endpoint,protocol,duration_sec,failed_logins_1min,unique_dst_ips_5min,connection_interval_std,bytes_out_per_min,same_dst_ip_streak,is_external_dst,hour_of_day,label
2026-04-17T06:32:05.476687,10.0.10.27,10.0.13.54,3000,678,5263,200,/api/data,UDP,3.92,0,1,86.72,1021,0,0,4,benign
2026-04-17T03:46:33.248411,10.0.2.77,91.108.4.200,443,160871,595,200,/api/sync,TCP,1.27,0,1,23.12,190742,214,1,1,data_exfiltration
2026-04-17T20:17:24.396359,10.0.13.37,10.0.6.31,80,2654,3122,200,/api/cart,TCP,3.52,0,4,104.24,553,2,0,18,benign
2026-04-17T23:50:23.996275,10.0.3.36,10.0.13.5,8080,425,644,200,/api/cart,TCP,5.09,0,3,101.9,1371,0,0,21,benign
2026-04-17T03:19:48.520428,10.0.1.33,185.220.101.47,443,135,70,200,/beacon,TCP,0.4,0,1,1.08,101,80,1,1,c2_beacon
2026-04-17T02:07:43.554868,10.0.0.200,10.0.5.47,22,40,48,404,/,TCP,0.055,0,50,0.335,8203,0,0,2,benign
2026-04-17T03:20:08.017949,10.0.5.7,10.0.8.45,443,8583,15331,301,/api/cart,TCP,1.47,0,1,59.61,1197,0,0,1,benign
2026-04-17T23:53:39.920613,10.0.5.48,10.0.3.55,80,895,9605,200,/api/products,UDP,0.66,0,4,89.66,422,0,0,21,benign
2026-04-17T08:14:56.506685,10.0.11.19,10.0.3.39,443,1182,2694,301,/api/cart,UDP,2.62,0,1,101.63,804,1,0,6,benign
2026-04-17T10:43:48.520120,10.0.9.26,10.0.4.34,443,5749,2363,200,/search,TCP,1.24,0,4,24.76,638,1,0,8,benign
2026-04-17T22:40:16.547013,10.0.13.2,10.0.7.36,443,956,741,200,/home,TCP,7.39,0,3,51.72,1173,1,0,20,benign
2026-04-17T04:24:09.052393,10.0.2.77,91.108.4.200,443,107539,691,200,/api/sync,TCP,5.55,0,1,18.84,205093,289,1,2,data_exfiltration
2026-04-17T13:48:16.714943,10.0.1.26,10.0.8.33,443,1571,1033,404,/static/css,TCP,3.17,0,3,100.49,859,0,0,11,benign
2026-04-17T04:30:15.146977,10.0.1.18,10.0.4.48,3000,764,8388,200,/dashboard,TCP,3.67,0,2,48.33,2109,1,0,2,benign
2026-04-17T11:38:37.820924,10.0.1.21,203.74.142.217,443,5027,2835,200,/profile,TCP,6.17,0,3,75.79,84,0,1,9,benign
2026-04-17T15:21:41.642289,10.0.10.28,10.0.0.47,8080,277,883,200,/home,TCP,7.46,0,2,21.05,1719,1,0,13,benign
2026-04-17T05:37:42.546063,10.0.2.29,10.0.8.47,443,3280,473,200,/api/data,UDP,6.08,0,2,15.72,474,0,0,3,benign
2026-04-17T02:04:48.091074,10.0.11.19,10.0.6.11,3000,973,3237,200,/api/user,TCP,4.65,0,2,79.5,2361,0,0,0,benign
2026-04-17T02:49:38.494090,10.0.2.77,91.108.4.200,443,76869,762,200,/api/sync,TCP,4.11,0,1,11.67,370999,100,1,0,data_exfiltration
2026-04-17T17:05:35.620952,10.0.8.33,10.0.3.26,443,5663,2684,302,/logout,TCP,2.29,0,3,66.75,2341,1,0,15,benign
2026-04-17T12:36:08.600082,10.0.3.34,10.0.9.56,8080,1994,299,200,/checkout,TCP,4.94,0,3,15.76,811,2,0,10,benign
2026-04-18T01:09:18.252388,10.0.8.22,10.0.2.23,8080,7415,2752,200,/checkout,TCP,6.08,0,1,77.41,1239,1,0,23,benign
2026-04-17T07:38:06.586427,10.0.12.33,10.0.11.58,3000,1197,4733,200,/static/css,TCP,1.22,0,3,19.61,112,0,0,5,benign
2026-04-17T19:20:25.322077,10.0.2.37,10.0.4.56,443,7649,3101,200,/profile,TCP,5.77,0,1,27.36,994,1,0,17,benign
2026-04-17T19:18:14.101628,10.0.9.35,10.0.2.49,443,2166,2068,200,/search,TCP,0.2,0,2,22.13,3138,2,0,17,benign
2026-04-17T14:43:13.735218,10.0.7.20,10.0.2.49,443,512,1004,200,/api/products,UDP,6.36,0,4,80.19,2190,2,0,12,benign
2026-04-17T02:06:41.015333,10.0.0.200,10.0.2.23,5432,77,20,404,/,TCP,0.072,0,50,0.465,5994,0,0,2,benign
2026-04-17T13:28:25.838564,10.0.4.59,10.0.2.52,443,1866,1516,200,/api/products,TCP,4.83,0,2,63.09,798,0,0,11,benign
2026-04-17T15:28:28.470588,10.0.2.46,10.0.14.53,8080,1662,527,200,/api/data,UDP,1.66,0,2,15.63,434,2,0,13,benign
2026-04-17T22:44:36.181239,10.0.5.13,10.0.9.7,8080,2228,953,200,/api/data,TCP,7.63,0,3,65.72,7965,1,0,20,benign
2026-04-17T21:04:24.103893,10.0.11.48,10.0.12.25,3000,459,32741,404,/checkout,TCP,2.08,0,4,51.8,433,2,0,19,benign
2026-04-17T10:08:47.279775,10.0.2.2,10.0.3.33,80,423,759,200,/favicon.ico,TCP,2.79,0,1,107.27,550,1,0,8,benign
2026-04-17T19:56:24.432837,10.0.8.46,10.0.0.1,8080,13624,6059,200,/api/data,TCP,3.1,0,4,97.74,1267,0,0,17,benign
2026-04-17T14:59:00.250368,10.0.7.6,10.0.10.59,443,4138,1033,301,/home,TCP,3.74,0,1,91.84,16280,0,0,12,benign
2026-04-17T14:35:48.805655,10.0.7.48,10.0.13.56,443,5951,1069,200,/search,TCP,3.25,0,3,88.29,1867,1,0,12,benign
2026-04-17T22:27:18.277068,10.0.3.46,10.0.13.36,80,333,8702,200,/home,TCP,1.58,0,4,95.18,1484,2,0,20,benign
2026-04-17T08:04:22.578241,10.0.4.36,10.0.1.8,443,1183,1684,200,/dashboard,UDP,1.65,0,2,73.25,363,1,0,6,benign
2026-04-17T03:19:38.438325,10.0.14.40,10.0.0.16,8080,374,637,200,/static/css,TCP,1.94,0,2,82.37,1572,2,0,1,benign
2026-04-17T04:08:26.344024,10.0.6.16,10.0.6.14,80,2015,813,200,/api/user,UDP,5.49,0,2,81.9,1423,2,0,2,benign
2026-04-17T14:21:55.880251,10.0.10.42,10.0.8.44,443,634,1447,200,/search,UDP,2.46,0,4,40.76,1457,2,0,12,benign
2026-04-17T20:27:44.421705,10.0.9.37,10.0.1.38,8080,11491,1471,200,/api/products,UDP,0.85,0,4,74.31,4158,1,0,18,benign
2026-04-17T02:48:24.870000,192.168.1.45,10.0.0.5,443,388,214,401,/api/login,TCP,0.079,370,1,0.241,87406,370,0,2,brute_force
2026-04-17T21:18:02.363520,10.0.1.54,10.0.11.50,443,1612,1798,200,/dashboard,TCP,4.76,0,4,64.96,883,2,0,19,benign
2026-04-17T18:32:25.810062,10.0.13.25,10.0.0.2,443,1228,2010,200,/home,TCP,5.21,0,3,57.02,289,2,0,16,benign
2026-04-17T02:55:42.564075,192.168.1.45,10.0.5.5,3389,258,365,403,/smb,TCP,2.07,0,12,2.16,27566,0,0,2,lateral_movement
2026-04-17T05:09:30.496427,10.0.0.25,10.0.0.58,80,3022,3424,200,/profile,TCP,1.53,0,2,67.48,624,1,0,3,benign
2026-04-17T06:15:18.898400,10.0.5.37,10.0.14.4,3000,2407,880,200,/static/css,TCP,4.24,0,4,19.0,740,1,0,4,benign
2026-04-17T08:14:41.586448,10.0.3.11,10.0.12.45,443,3836,1709,200,/api/user,TCP,4.45,0,2,61.49,3085,1,0,6,benign
2026-04-17T23:43:21.971750,10.0.13.41,10.0.12.51,80,6380,657,200,/home,UDP,4.76,0,3,114.04,767,1,0,21,benign
2026-04-17T02:07:32.079998,10.0.0.200,10.0.6.47,8080,79,74,404,/,TCP,0.095,0,50,0.774,12201,0,0,2,benign
2026-04-17T07:48:18.212960,10.0.12.6,10.0.0.53,443,4634,14965,200,/search,TCP,3.1,0,3,56.81,279,1,0,5,benign
2026-04-17T15:00:49.739674,10.0.3.13,10.0.8.49,80,1848,2906,301,/search,UDP,5.08,0,3,113.88,537,2,0,13,benign
2026-04-17T08:09:58.887185,10.0.5.44,10.0.0.34,443,1764,1093,200,/logout,TCP,3.79,0,1,76.83,186,1,0,6,benign
2026-04-17T12:59:35.910593,10.0.12.48,10.0.8.47,443,2540,2362,200,/dashboard,UDP,7.0,0,2,40.28,2598,1,0,10,benign
2026-04-17T05:42:11.682520,10.0.14.58,10.0.7.14,80,2536,12232,200,/favicon.ico,UDP,1.32,0,4,71.15,132,0,0,3,benign
2026-04-17T23:09:00.980184,10.0.5.25,10.0.2.40,443,454,7699,200,/home,TCP,7.35,0,3,29.16,207,1,0,21,benign
2026-04-17T13:11:01.362110,10.0.4.51,10.0.7.39,8080,3821,3544,302,/favicon.ico,TCP,7.21,0,4,98.39,1465,0,0,11,benign
2026-04-17T22:57:50.981745,10.0.11.21,10.0.12.2,3000,705,985,404,/favicon.ico,TCP,2.47,0,2,58.11,681,2,0,20,benign
2026-04-17T18:44:49.443825,10.0.9.4,10.0.13.36,80,271,796,200,/logout,UDP,4.36,0,1,115.43,3068,2,0,16,benign
2026-04-17T19:44:49.306427,10.0.8.17,10.0.13.28,3000,12409,8382,200,/search,UDP,6.68,0,4,84.93,3733,2,0,17,benign
2026-04-17T16:58:02.174172,10.0.9.26,10.0.10.3,8080,5542,561,200,/api/cart,TCP,5.65,0,1,34.01,5551,2,0,14,benign
2026-04-17T04:27:09.887219,10.0.14.31,10.0.0.19,8080,3277,1713,200,/api/cart,TCP,2.19,0,1,18.47,1282,2,0,2,benign
2026-04-17T12:31:16.289838,10.0.5.49,10.0.12.9,3000,1571,801,200,/api/cart,TCP,2.38,0,1,61.25,10476,1,0,10,benign
2026-04-17T02:43:40.802505,10.0.8.4,10.0.2.9,80,7040,610,200,/static/css,UDP,1.41,0,1,51.72,1233,2,0,0,benign
2026-04-17T16:36:09.612125,10.0.4.9,10.0.2.32,80,3443,25617,200,/logout,TCP,1.55,0,1,111.72,7464,1,0,14,benign
2026-04-17T21:22:22.094160,10.0.6.7,10.0.11.16,8080,880,14854,200,/profile,TCP,4.25,0,1,111.77,1205,1,0,19,benign
2026-04-17T03:55:59.753689,10.0.3.42,10.0.3.50,3000,1949,5972,200,/api/cart,TCP,5.71,0,1,55.77,1385,1,0,1,benign
2026-04-17T22:00:58.257376,10.0.12.34,10.0.1.56,443,1739,16509,200,/search,UDP,0.38,0,3,58.68,478,1,0,20,benign
2026-04-17T02:49:05.350000,192.168.1.45,10.0.0.5,443,359,279,401,/api/login,TCP,0.141,546,1,0.213,104224,546,0,2,brute_force
2026-04-17T16:37:21.229336,10.0.1.41,10.0.9.19,3000,2794,2694,301,/checkout,TCP,4.63,0,4,73.74,527,2,0,14,benign
2026-04-17T22:30:37.552719,10.0.9.39,10.0.12.59,80,2472,1457,200,/profile,TCP,0.15,0,2,28.73,560,1,0,20,benign
2026-04-17T18:56:43.999995,10.0.2.5,10.0.10.53,443,994,1639,301,/api/cart,TCP,5.91,0,2,24.12,2199,2,0,16,benign
2026-04-17T10:00:00.228048,10.0.4.25,10.0.12.23,80,5896,3295,200,/api/products,TCP,4.81,0,1,100.74,683,1,0,8,benign
2026-04-17T19:35:05.418044,10.0.14.5,10.0.4.50,8080,20379,419,200,/checkout,UDP,0.58,0,4,60.52,852,0,0,17,benign
2026-04-17T02:27:04.112198,10.0.2.77,91.108.4.200,443,96029,569,200,/api/sync,TCP,5.23,0,1,18.81,163736,55,1,0,data_exfiltration
2026-04-17T19:15:59.525115,10.0.8.27,10.0.14.8,443,271,3259,200,/api/data,TCP,6.46,0,3,17.27,3389,1,0,17,benign
2026-04-17T03:35:21.792266,10.0.0.15,10.0.0.100,9090,171,147,200,/metrics,TCP,0.047,0,1,0.49,125,95,0,1,benign
2026-04-17T16:57:30.445944,10.0.10.39,10.0.6.55,8080,1826,6988,302,/logout,TCP,2.0,0,3,115.49,702,1,0,14,benign
2026-04-18T01:02:32.484704,10.0.14.11,10.0.13.53,80,988,1300,200,/static/css,TCP,5.12,0,2,94.56,1344,0,0,23,benign
2026-04-17T17:36:37.202166,10.0.10.29,10.0.2.36,80,1470,1147,200,/search,TCP,3.83,0,2,58.62,221,0,0,15,benign
2026-04-17T02:08:39.546446,10.0.5.35,10.0.7.8,80,1267,8541,200,/api/data,TCP,2.66,0,4,80.22,1442,2,0,0,benign
2026-04-17T19:16:01.823273,10.0.8.29,10.0.9.1,443,823,12494,200,/checkout,UDP,1.66,0,2,108.8,1021,2,0,17,benign
2026-04-17T09:39:38.909117,10.0.3.30,10.0.13.59,80,6532,2390,200,/dashboard,TCP,5.49,0,3,76.53,383,1,0,7,benign
2026-04-17T02:47:06.687184,10.0.6.26,10.0.3.46,443,816,6259,301,/api/data,TCP,4.38,0,3,21.36,511,1,0,0,benign
2026-04-17T03:52:19.328754,10.0.1.34,10.0.3.16,80,2172,3538,200,/dashboard,UDP,1.53,0,2,16.19,660,0,0,1,benign
2026-04-17T17:50:36.775617,10.0.8.14,10.0.12.54,443,792,7186,200,/favicon.ico,UDP,7.78,0,1,98.51,1367,1,0,15,benign
2026-04-17T22:39:16.013093,10.0.13.20,10.0.14.49,8080,864,494,200,/home,TCP,5.9,0,1,42.16,1054,2,0,20,benign
2026-04-17T11:37:39.469279,10.0.7.22,10.0.0.33,8080,2980,3195,301,/static/css,TCP,5.62,0,3,90.6,415,2,0,9,benign
2026-04-17T12:36:48.620542,10.0.4.49,10.0.3.9,8080,377,7119,200,/favicon.ico,TCP,3.79,0,4,50.0,1582,2,0,10,benign
2026-04-17T20:36:05.331400,10.0.9.22,10.0.3.22,443,4318,1781,302,/logout,UDP,3.03,0,1,54.23,710,1,0,18,benign
2026-04-17T11:51:51.785405,10.0.14.7,10.0.6.46,3000,2696,4289,200,/favicon.ico,TCP,6.75,0,1,56.89,1360,1,0,9,benign
2026-04-17T16:42:47.344257,10.0.7.45,10.0.14.54,3000,2520,716,200,/dashboard,TCP,3.88,0,1,31.88,4505,1,0,14,benign
2026-04-17T02:22:33.647824,172.16.0.99,10.0.3.22,22,766,391,401,/ssh,TCP,1.31,29,1,0.86,34328,29,0,2,brute_force
2026-04-17T02:59:31.111017,10.0.13.48,10.0.2.42,443,2549,582,200,/favicon.ico,TCP,3.96,0,4,81.62,1245,2,0,0,benign
2026-04-17T10:09:19.745328,10.0.5.50,10.0.9.5,8080,682,2441,200,/api/data,TCP,0.09,0,3,109.4,1719,1,0,8,benign
2026-04-17T17:35:18.830317,10.0.12.55,10.0.12.18,443,1295,14437,500,/api/cart,UDP,0.73,0,4,108.98,1909,0,0,15,benign
2026-04-17T09:02:59.400588,10.0.0.45,10.0.0.26,8080,1299,4381,200,/dashboard,TCP,0.16,0,2,97.3,1833,0,0,7,benign
2026-04-17T12:52:41.792526,10.0.14.22,10.0.10.1,80,3159,179,200,/dashboard,TCP,3.48,0,2,102.64,732,0,0,10,benign
2026-04-17T14:51:39.286459,10.0.5.50,10.0.14.8,443,896,894,302,/logout,UDP,7.76,0,1,22.02,35,2,0,12,benign
2026-04-17T12:25:25.387477,10.0.0.16,10.0.5.38,8080,1735,138,200,/api/products,UDP,7.39,0,4,57.46,2322,0,0,10,benign
2026-04-17T02:40:32.021357,10.0.12.58,203.102.95.116,443,1004,9706,200,/home,TCP,4.88,0,4,36.35,3671,0,1,0,benign
2026-04-17T04:42:00.087343,10.0.12.5,10.0.5.52,443,1914,1383,200,/profile,TCP,1.73,0,1,49.08,1179,1,0,2,benign
2026-04-17T06:36:28.661236,10.0.11.20,10.0.12.39,443,882,22105,200,/api/user,TCP,6.41,0,4,116.06,631,2,0,4,benign
2026-04-17T07:44:15.313168,10.0.13.51,10.0.4.51,80,411,10574,500,/api/products,TCP,6.02,0,3,90.13,696,0,0,5,benign
2026-04-17T02:33:37.440793,10.0.13.53,10.0.13.29,443,5320,122706,200,/static/css,TCP,5.43,0,4,20.32,1789,0,0,0,benign
2026-04-17T23:55:20.113908,10.0.13.4,10.0.10.34,3000,1482,7512,301,/logout,TCP,4.63,0,1,44.49,885,1,0,21,benign
2026-04-17T23:03:38.174518,10.0.6.18,10.0.7.44,8080,241,2935,200,/profile,TCP,3.45,0,3,35.05,834,0,0,21,benign
2026-04-18T00:39:48.303285,10.0.4.58,10.0.14.36,443,455,7105,200,/home,UDP,4.93,0,3,105.53,1009,0,0,22,benign
2026-04-17T04:53:36.342004,10.0.6.32,10.0.8.30,443,2520,664,200,/favicon.ico,TCP,6.72,0,1,41.22,933,2,0,2,benign
2026-04-17T06:42:37.697700,10.0.5.8,10.0.6.31,8080,655,6120,302,/checkout,TCP,6.38,0,2,109.59,1060,0,0,4,benign
2026-04-17T02:10:17.005511,10.99.0.45,10.0.0.5,443,318,365,200,/api/test,TCP,0.067,0,1,0.185,274178,171,0,2,benign
2026-04-17T07:05:57.880720,10.0.11.38,10.0.3.45,8080,385,484,200,/api/data,TCP,1.71,0,3,94.85,611,1,0,5,benign
2026-04-17T18:22:34.034709,10.0.1.33,10.0.0.27,3000,8226,1044,200,/static/css,UDP,0.44,0,1,113.18,318,2,0,16,benign
2026-04-17T15:21:46.823399,10.0.5.43,10.0.4.21,80,1009,28546,200,/dashboard,TCP,5.03,0,1,87.39,413,2,0,13,benign
2026-04-17T04:00:13.692150,10.0.3.44,10.0.9.34,443,1521,608,200,/api/products,TCP,0.89,0,1,31.28,297,0,0,2,benign
2026-04-17T22:28:29.179661,10.0.1.46,10.0.3.12,443,1726,8642,200,/logout,TCP,6.62,0,1,111.92,3316,2,0,20,benign
2026-04-17T17:29:32.235736,10.0.6.52,10.0.1.49,80,3499,333,200,/profile,TCP,6.73,0,2,67.78,1003,0,0,15,benign
2026-04-17T19:10:49.518331,10.0.0.1,203.88.74.135,8080,3635,2437,200,/profile,UDP,7.46,0,4,83.54,1161,0,1,17,benign
2026-04-17T07:23:16.756682,10.0.13.12,10.0.12.9,8080,4703,7581,200,/search,TCP,1.47,0,3,45.16,1880,2,0,5,benign
2026-04-17T16:49:31.742511,10.0.4.40,10.0.9.10,80,346,14968,301,/api/cart,TCP,1.76,0,1,97.36,828,2,0,14,benign
2026-04-17T21:40:35.091678,10.0.2.39,10.0.10.53,80,867,1405,200,/favicon.ico,TCP,5.91,0,1,26.0,498,2,0,19,benign
2026-04-17T04:50:30.045164,10.5.0.12,10.0.0.5,443,262,221,401,/api/login,TCP,0.22,2,1,12.9,1803,342,0,2,brute_force
2026-04-17T05:57:36.573433,10.0.12.40,10.0.4.28,80,910,4236,200,/api/data,UDP,1.86,0,3,30.05,961,0,0,3,benign
2026-04-17T05:32:19.959029,10.0.5.14,10.0.10.30,8080,10911,1038,200,/profile,TCP,6.15,0,3,28.91,1942,0,0,3,benign
2026-04-18T01:22:54.742348,10.0.14.31,10.0.12.16,8080,3510,2859,200,/api/products,TCP,3.2,0,4,98.99,1111,1,0,23,benign
2026-04-17T21:07:48.911705,10.0.14.35,10.0.10.40,8080,67,16360,301,/api/products,TCP,6.84,0,2,66.61,472,0,0,19,benign
2026-04-18T00:44:30.161714,10.0.4.44,10.0.6.43,443,6002,4969,200,/api/user,TCP,3.11,0,1,71.2,756,2,0,22,benign
2026-04-17T09:07:38.669814,10.0.9.42,10.0.11.52,443,5537,67423,200,/logout,TCP,3.4,0,1,93.43,889,1,0,7,benign
2026-04-17T05:28:30.139533,10.0.2.77,91.108.4.200,443,154665,426,200,/api/sync,TCP,2.73,0,1,19.12,113481,418,1,3,data_exfiltration
2026-04-17T20:12:38.152957,10.0.9.50,10.0.1.10,3000,8836,630,301,/logout,UDP,0.07,0,4,72.06,500,0,0,18,benign
2026-04-17T23:28:34.665108,10.0.5.52,10.0.2.41,80,1140,1394,200,/api/user,UDP,7.78,0,2,106.74,2585,1,0,21,benign
2026-04-17T18:57:53.500691,10.0.13.41,203.87.28.153,8080,4444,1230,200,/search,UDP,2.01,0,3,70.67,15068,0,1,16,benign
2026-04-17T02:55:05.311168,192.168.1.45,10.0.5.6,445,546,340,200,/ssh,TCP,1.24,0,12,4.38,24956,0,0,2,lateral_movement
2026-04-17T14:21:03.749164,10.0.6.53,10.0.1.43,443,2397,1495,404,/checkout,UDP,0.5,0,3,32.04,797,1,0,12,benign
2026-04-17T16:18:41.032721,10.0.2.6,10.0.13.8,3000,405,653,200,/api/products,TCP,2.08,0,2,18.39,1495,0,0,14,benign
2026-04-17T15:30:02.811720,10.0.11.18,10.0.6.14,80,2971,3468,200,/api/cart,TCP,7.33,0,3,66.79,512,2,0,13,benign
2026-04-17T19:32:44.898678,10.0.4.44,10.0.4.34,80,2611,14346,200,/dashboard,TCP,4.48,0,1,35.65,351,0,0,17,benign
2026-04-17T08:28:59.129095,10.0.12.34,10.0.10.44,443,2203,12987,200,/favicon.ico,TCP,0.17,0,1,66.13,926,2,0,6,benign
2026-04-17T15:40:55.288102,10.0.7.38,10.0.13.13,3000,1169,8966,301,/api/user,TCP,6.49,0,2,94.81,877,0,0,13,benign
2026-04-17T10:26:13.659398,10.0.0.44,10.0.12.37,443,1331,21061,200,/static/css,TCP,5.13,0,1,22.88,77,2,0,8,benign
2026-04-17T02:43:31.318078,10.0.6.13,203.179.230.75,80,1205,28836,200,/search,UDP,2.58,0,4,117.86,734,2,1,0,benign
2026-04-17T20:50:20.071625,10.0.2.9,203.235.169.189,443,8631,10850,200,/checkout,UDP,3.7,0,3,85.66,6850,1,1,18,benign
2026-04-17T10:08:18.607952,10.0.13.52,10.0.7.52,8080,2783,2648,301,/static/css,TCP,5.1,0,4,94.73,301,0,0,8,benign
2026-04-17T09:04:31.839754,10.0.4.15,10.0.3.11,3000,41501,1255,200,/search,TCP,4.15,0,1,60.62,995,0,0,7,benign
2026-04-17T08:33:17.550446,10.0.2.28,10.0.2.30,443,8830,48408,200,/home,TCP,7.02,0,4,28.55,1176,0,0,6,benign
2026-04-17T06:51:38.354481,10.0.9.59,10.0.14.35,3000,1745,5710,301,/checkout,TCP,5.65,0,2,88.87,416,2,0,4,benign
2026-04-17T22:08:39.370620,10.0.12.59,10.0.12.23,80,657,8882,200,/dashboard,TCP,1.41,0,4,26.53,963,0,0,20,benign
2026-04-17T04:02:22.650523,10.0.10.19,10.0.7.7,443,14279,1099,302,/profile,TCP,3.15,0,3,80.02,599,2,0,2,benign
2026-04-17T13:51:54.187403,10.0.4.14,10.0.2.34,80,1767,809,302,/api/data,UDP,1.79,0,4,20.27,1076,0,0,11,benign
2026-04-17T04:22:26.719561,10.0.12.19,10.0.0.33,80,354,2034,302,/home,TCP,5.32,0,1,64.03,1667,2,0,2,benign
2026-04-17T20:08:10.191533,10.0.2.21,203.99.12.146,8080,1619,2660,200,/home,TCP,7.45,0,2,61.97,1897,0,1,18,benign
2026-04-17T08:23:06.833039,10.0.4.37,10.0.10.23,443,7136,12183,200,/favicon.ico,UDP,3.97,0,2,100.08,2426,0,0,6,benign
2026-04-17T10:14:54.522153,10.0.4.49,10.0.10.3,80,1100,473,200,/profile,TCP,6.21,0,4,79.11,1098,2,0,8,benign
2026-04-17T02:33:05.118322,10.0.14.55,10.0.10.53,443,3900,117,200,/search,TCP,1.8,0,1,28.86,708,0,0,0,benign
2026-04-17T02:08:00.606469,10.0.0.200,10.0.10.4,8080,43,37,404,/,TCP,0.065,0,50,0.505,7157,0,0,2,benign
2026-04-17T08:00:10.574177,10.0.11.17,10.0.5.39,443,18790,1604,200,/api/user,TCP,3.3,0,1,109.29,7421,0,0,6,benign
2026-04-17T04:33:36.715196,10.0.4.49,10.0.11.26,80,2432,6600,200,/api/cart,UDP,4.04,0,3,110.38,988,1,0,2,benign
2026-04-17T03:44:42.835951,10.0.8.40,10.0.1.6,80,1453,934,200,/logout,UDP,4.02,0,4,19.4,1370,1,0,1,benign
2026-04-17T06:06:45.487309,10.0.9.9,10.0.13.52,8080,455,8642,301,/api/data,TCP,1.2,0,2,98.46,5104,0,0,4,benign
2026-04-17T22:50:15.397984,10.0.5.16,10.0.14.47,3000,1368,3492,200,/api/data,UDP,1.04,0,2,56.93,424,1,0,20,benign
2026-04-17T05:09:03.168156,10.0.11.33,10.0.1.40,3000,22191,368,200,/favicon.ico,UDP,3.84,0,4,24.47,1319,1,0,3,benign
2026-04-17T14:39:26.350608,10.0.3.36,10.0.2.34,443,736,4196,200,/home,TCP,5.8,0,3,19.05,502,2,0,12,benign
2026-04-17T10:04:10.520173,10.0.2.35,10.0.8.20,443,374,455,200,/api/data,TCP,6.31,0,4,73.77,1022,0,0,8,benign
2026-04-17T02:52:53.736003,10.0.1.33,185.220.101.47,443,88,47,200,/beacon,TCP,0.28,0,1,0.86,88,54,1,0,c2_beacon
2026-04-17T13:30:00.390016,10.0.13.55,10.0.4.38,443,433,11733,404,/search,TCP,5.53,0,1,119.56,1943,0,0,11,benign
